Network_ID,Network_Identifiers,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
Network_446.graphml,stickleback atton group 3,Actinopterygii,Gasterosteus,aculeatus,group_membership,A pair of individuals were classed as shoaling if they were within four body lengths of one another from head to head. Gambit of the group approach was then used to assume that a string of fish connected by less than two body lengths were all assumed to be associating with one another.,frequency,"St. Andrews, UK",captive,video,120 min,6 min,120 min,diet,TRUE,1,10,45,1,9,9,0,0,,2.77,0.93,0.336,0.308,0.181,0.588,3.8,,0,0,0,0.069,0.165,0.550925926,1,0.377,1,0,0,,1,1,10,1,"Atton, N., et al. ""Familiarity affects social network structure and discovery of prey patch locations in foraging stickleback shoals."" Proceedings of the Royal Society of London B: Biological Sciences 281.1789 (2014): 20140579."
Network_447.graphml,stickleback atton group 4,Actinopterygii,Gasterosteus,aculeatus,group_membership,A pair of individuals were classed as shoaling if they were within four body lengths of one another from head to head. Gambit of the group approach was then used to assume that a string of fish connected by less than two body lengths were all assumed to be associating with one another.,frequency,"St. Andrews, UK",captive,video,120 min,6 min,120 min,diet,TRUE,1,10,45,1,9,9,0,0,,2.24,0.362,0.162,0.249,0.111,0.446,2.8,,0,0,0,0.057,0.073,0.240740741,1,0.46,1,0,0,,1,1,10,1,"Atton, N., et al. ""Familiarity affects social network structure and discovery of prey patch locations in foraging stickleback shoals."" Proceedings of the Royal Society of London B: Biological Sciences 281.1789 (2014): 20140579."
Network_448.graphml,stickleback atton group 5,Actinopterygii,Gasterosteus,aculeatus,group_membership,A pair of individuals were classed as shoaling if they were within four body lengths of one another from head to head. Gambit of the group approach was then used to assume that a string of fish connected by less than two body lengths were all assumed to be associating with one another.,frequency,"St. Andrews, UK",captive,video,120 min,6 min,120 min,diet,TRUE,1,10,45,1,9,9,0,0,,2.24,0.39,0.174,0.249,0.116,0.466,3.15,,0,0,0,0.077,0.115,0.305555556,1,0.456,1,0,0,,1,1,10,1,"Atton, N., et al. ""Familiarity affects social network structure and discovery of prey patch locations in foraging stickleback shoals."" Proceedings of the Royal Society of London B: Biological Sciences 281.1789 (2014): 20140579."
Network_449.graphml,stickleback atton group 6,Actinopterygii,Gasterosteus,aculeatus,group_membership,A pair of individuals were classed as shoaling if they were within four body lengths of one another from head to head. Gambit of the group approach was then used to assume that a string of fish connected by less than two body lengths were all assumed to be associating with one another.,frequency,"St. Andrews, UK",captive,video,120 min,6 min,120 min,diet,TRUE,1,10,45,0.978,9,8.8,0.4,0.045,-2.083,2.75,0.666,0.242,0.313,0.127,0.406,3.55,-0.222,0.003,0.001,0.003472222,0.083,0.174,0.581018519,0.978,0.581,0.977,0,0,,1,1,10,2,"Atton, N., et al. ""Familiarity affects social network structure and discovery of prey patch locations in foraging stickleback shoals."" Proceedings of the Royal Society of London B: Biological Sciences 281.1789 (2014): 20140579."
Network_450.graphml,stickleback atton group 7,Actinopterygii,Gasterosteus,aculeatus,group_membership,A pair of individuals were classed as shoaling if they were within four body lengths of one another from head to head. Gambit of the group approach was then used to assume that a string of fish connected by less than two body lengths were all assumed to be associating with one another.,frequency,"St. Andrews, UK",captive,video,120 min,6 min,120 min,diet,TRUE,1,10,45,1,9,9,0,0,,3.91,0.718,0.184,0.434,0.152,0.35,4.8,,0,0,0,0.026,0.052,0.157407407,1,0.525,1,0,0,,1,1,10,1,"Atton, N., et al. ""Familiarity affects social network structure and discovery of prey patch locations in foraging stickleback shoals."" Proceedings of the Royal Society of London B: Biological Sciences 281.1789 (2014): 20140579."
Network_451.graphml,Thornbill Farine,Aves,Acanthiza,spp.,group_membership,Flock membership was identified based on frequent interactions between (such as _beating for insects) flocks and large gaps between flocks. Association strength of each dyad was calculated using the simple ratio index.,frequency,"Canberra, Australia",free-ranging,survey scan,2 months,,focal follow/ad libitum,not available,TRUE,1,62,1151,0.609,55,37.129,12.297,0.331,-0.558,92.484,59.345,0.642,2.491,2.116,0.849,260,-0.052,0.007,0.006,0.026214212,0.012,0.009,0.049667878,0.781,0.079,0.758,0.089,0.731,0.122,0.35708111,4,15.5,2,"Farine, Damien R., and Peter J. Milburn. ""Social organisation of thornbill-dominated mixed-species flocks using social network analysis."" Behavioral Ecology and Sociobiology 67.2 (2013): 321-330."
Network_452.graphml,tortoise sah network BSV aggregate year 1996 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,68,75,7,0.003,2,0.187,0.453,2.422,2.521,0.187,0.453,2.422,1,0,0,2,0.3,0,0,0.000740467,0,0,0.000740467,0,0,0,0.167,0.5,0.334,0.285204991,2,2,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_453.graphml,tortoise sah network BSV aggregate year 1997 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,59,158,188,0.015,14,2.38,2.868,1.205,1.681,2.38,2.868,1.205,1,0,0,14,0.431,0.009,0.021,0.10608609,0.009,0.021,0.10608609,0.237,0.237,0.416,0.626,0.809,0.774,0.787150303,10,9.4,13,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_454.graphml,tortoise sah network BSV aggregate year 1997 season inactive,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,4 months,,focal follow/ad libitum,not available,FALSE,147,158,17,0.001,4,0.215,0.741,3.447,4.384,0.215,0.741,3.447,1,0,0,4,1,0,0,0,0,0,0,0.032,0.032,1,0,0,,0.588754784,1,5,1,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_455.graphml,tortoise sah network BSV aggregate year 1998 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,37,121,184,0.025,12,3.041,3.119,1.026,0.888,3.041,3.119,1.026,1,0,0,12,0.473,0.013,0.026,0.133540848,0.013,0.026,0.133540848,0.247,0.247,0.51,0.664,0.797,0.833,0.847915948,7,11.57142857,13,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_456.graphml,tortoise sah network BSV aggregate year 1998 season inactive,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,4 months,,focal follow/ad libitum,not available,FALSE,96,121,53,0.007,8,0.876,1.761,2.01,2.279,0.876,1.761,2.01,1,0,0,8,0.638,0,0,0.000840336,0,0,0.000840336,0.166,0.166,0.862,0.153,0.486,0.315,0.301898185,2,4.5,2,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_457.graphml,tortoise sah network BSV aggregate year 1999 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,46,107,105,0.019,8,1.963,2.187,1.114,1.173,1.963,2.187,1.114,1,0,0,8,0.578,0.004,0.007,0.036130578,0.004,0.007,0.036130578,0.266,0.266,0.613,0.582,0.673,0.865,0.571317029,4,8.25,13,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_458.graphml,tortoise sah network CS aggregate year 2006 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,10,16,7,0.058,3,0.875,0.927,1.059,0.879,0.875,0.927,1.059,1,0,0,3,-0.037,0.002,0.005,0.019047619,0.002,0.005,0.019047619,0.146,0.146,0.5,0,0.5,0,0.285714286,2,2,2,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_459.graphml,tortoise sah network CS aggregate year 2007 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,7,26,35,0.108,8,2.692,2.034,0.756,0.752,2.692,2.034,0.756,1,0,0,8,0.031,0.031,0.055,0.242111111,0.031,0.055,0.242111111,0.49,0.49,0.425,0.404,0.654,0.618,0.685792662,3,6,6,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_460.graphml,tortoise sah network CS aggregate year 2008 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,10,25,35,0.117,7,2.8,2.498,0.892,0.293,2.8,2.498,0.892,1,0,0,7,0.326,0.016,0.025,0.089251208,0.016,0.025,0.089251208,0.309,0.309,0.511,0.329,0.623,0.528,0.685714286,3,5,4,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_461.graphml,tortoise sah network CS aggregate year 2009 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,7,25,27,0.09,5,2.16,1.488,0.689,0.431,2.16,1.488,0.689,1,0,0,5,0.384,0.007,0.01,0.036231884,0.007,0.01,0.036231884,0.32,0.32,0.559,0.222,0.436,0.509,0.407407407,2,4,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_462.graphml,tortoise sah network CS aggregate year 2010 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,7,28,38,0.101,7,2.714,1.943,0.716,0.616,2.714,1.943,0.716,1,0,0,7,0.218,0.01,0.015,0.053751187,0.01,0.015,0.053751187,0.332,0.332,0.458,0.308,0.577,0.534,0.500052637,3,4.333333333,4,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_463.graphml,tortoise sah network CS aggregate year 2011 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,19,32,14,0.028,3,0.875,0.927,1.059,0.794,0.875,0.927,1.059,1,0,0,3,-0.037,0.001,0.002,0.006451613,0.001,0.002,0.006451613,0.052,0.052,0.25,0.08,0.48,0.167,0.214285714,2,2.5,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_464.graphml,tortoise sah network CS aggregate year 2011 season inactive,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,4 months,,focal follow/ad libitum,not available,FALSE,26,32,8,0.016,2,0.5,0.791,1.582,1.251,0.5,0.791,1.582,1,0,0,2,1,0,0,0,0,0,0,0.188,0.188,1,0,0,,0.375,1,3,1,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_465.graphml,tortoise sah network CS aggregate year 2012 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,29,42,20,0.023,5,0.952,1.527,1.604,1.77,0.952,1.527,1.604,1,0,0,5,0.418,0.001,0.004,0.013414634,0.001,0.004,0.013414634,0.147,0.147,0.563,0.178,0.444,0.401,0.550220088,2,5,4,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_466.graphml,tortoise sah network CS aggregate year 2013 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,27,40,16,0.021,4,0.8,1.122,1.403,1.578,0.8,1.122,1.403,1,0,0,4,-0.011,0.001,0.002,0.010796221,0.001,0.002,0.010796221,0.117,0.117,0.409,0.204,0.49,0.416,0.3125,2,3,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_467.graphml,tortoise sah network CS aggregate year 2013 season inactive,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,4 months,,focal follow/ad libitum,not available,FALSE,35,40,6,0.008,2,0.3,0.6,2,1.994,0.3,0.6,2,1,0,0,2,1,0,0,0,0,0,0,0.075,0.075,1,0,0,,0.5,1,3,1,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_468.graphml,tortoise sah network CS aggregate year 2014 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,78,105,30,0.005,4,0.571,0.893,1.564,1.721,0.571,0.893,1.564,1,0,0,4,-0.037,0,0.001,0.002987304,0,0.001,0.002987304,0.065,0.065,0.31,0.364,0.475,0.766,0.266866817,2,4.5,5,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_469.graphml,tortoise sah network CS aggregate year 2014 season inactive,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,4 months,,focal follow/ad libitum,not available,FALSE,94,105,12,0.002,2,0.229,0.503,2.197,2.197,0.229,0.503,2.197,1,0,0,2,0.625,0,0,0.000186707,0,0,0.000186707,0.029,0.029,0.75,0,0,,0.166354752,1,3,2,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_470.graphml,tortoise sah network CS aggregate year 2015 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"Nevada, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,64,73,10,0.004,2,0.274,0.58,2.117,2.074,0.274,0.58,2.117,1,0,0,2,0.2,0,0,0.000391236,0,0,0.000391236,0.041,0.041,0.6,0,0,,0.299970003,1,3,1,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_471.graphml,tortoise sah network FI aggregate year 2005 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,188,252,67,0.002,5,0.532,0.773,1.453,1.77,0.532,0.773,1.453,1,0,0,5,0.159,0,0,0.000924303,0,0,0.000924303,0.027,0.027,0.205,0.401,0.583,0.688,0.134264232,3,3.333333333,4,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_472.graphml,tortoise sah network FI aggregate year 2005 season inactive,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,4 months,,focal follow/ad libitum,not available,FALSE,240,252,13,0,2,0.103,0.341,3.311,3.511,0.103,0.341,3.311,1,0,0,2,1,0,0,0,0,0,0,0.012,0.012,1,0,0,,0.231160425,1,3,1,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_473.graphml,tortoise sah network FI aggregate year 2006 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,334,391,64,0.001,4,0.327,0.656,2.006,2.277,0.327,0.656,2.006,1,0,0,4,0.521,0,0,6.59E-05,0,0,6.59E-05,0.038,0.038,0.585,0.031,0.459,0.068,0.062569902,2,2.5,2,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_474.graphml,tortoise sah network FI aggregate year 2007 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,737,749,12,0,2,0.032,0.184,5.75,5.929,0.032,0.184,5.75,1,0,0,2,-0.091,0,0,3.58E-06,0,0,3.58E-06,0,0,0,0,0,,0.166889186,1,3,2,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_475.graphml,tortoise sah network FI aggregate year 2008 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,878,1100,418,0.001,11,0.76,1.762,2.318,3.025,0.76,1.762,2.318,1,0,0,11,0.724,0,0,0.000658627,0,0,0.000658627,0.111,0.111,0.713,0.64,0.758,0.844,0.14354067,6,6.333333333,8,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_476.graphml,tortoise sah network FI aggregate year 2008 season inactive,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,4 months,,focal follow/ad libitum,not available,FALSE,1072,1100,34,0,4,0.062,0.344,5.548,7.022,0.062,0.344,5.548,1,0,0,4,0.486,0,0,6.63E-06,0,0,6.63E-06,0.01,0.01,0.636,0.055,0.43,0.128,0.146627566,2,3,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_477.graphml,tortoise sah network FI aggregate year 2009 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,753,897,237,0.001,11,0.528,1.289,2.441,3.241,0.528,1.289,2.441,1,0,0,11,0.316,0,0,0.000482592,0,0,0.000482592,0.103,0.103,0.554,0.489,0.765,0.639,0.177358873,5,6,7,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_478.graphml,tortoise sah network FI aggregate year 2009 season inactive,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,4 months,,focal follow/ad libitum,not available,FALSE,875,897,22,0,2,0.049,0.221,4.51,4.503,0.049,0.221,4.51,1,0,0,2,-0.048,0,0,2.49E-06,0,0,2.49E-06,0,0,0,0,0,,0.091006302,1,3,2,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_479.graphml,tortoise sah network FI aggregate year 2010 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,642,750,123,0,5,0.328,0.758,2.311,2.782,0.328,0.758,2.311,1,0,0,5,0.339,0,0,0.000271307,0,0,0.000271307,0.032,0.032,0.383,0.504,0.654,0.771,0.138211382,3,6,11,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_480.graphml,tortoise sah network FI aggregate year 2010 season inactive,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,4 months,,focal follow/ad libitum,not available,FALSE,721,750,31,0,3,0.083,0.316,3.807,4.367,0.083,0.316,3.807,1,0,0,3,0.787,0,0,1.43E-05,0,0,1.43E-05,0.007,0.007,0.667,0.22,0.42,0.524,0.128514056,2,2.5,3,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
Network_481.graphml,tortoise sah network FI aggregate year 2011 season active,Reptilia,Gopherus,agassizii,social_projection_bipartite,A bipartite network was first constructed based on burrow use - an edge connecting a tortoise node to a burrow node indicated burrow use by the individual. Social networks of desert tortoises were then constructed by the bipartite network into a single-mode projection of tortoise nodes.,unweighted,"California, USA",free-ranging,radio tags,8 months,,focal follow/ad libitum,not available,FALSE,570,908,479,0.001,11,1.055,1.633,1.548,2.365,1.055,1.633,1.548,1,0,0,11,0.515,0,0.001,0.013364756,0,0.001,0.013364756,0.119,0.119,0.415,0.805,0.877,0.918,0.48019709,11,12.90909091,18,"Sah, Pratha, et al. ""Inferring social structure and its drivers from refuge use in the desert tortoise, a relatively solitary species."" Behavioral Ecology and Sociobiology 70.8 (2016): 1277-1289."
