graphfile,Species,Class,Population type,Geographical Location,Data collection technique,Interaction type,Definition of interaction,Edge weight type,Total duration of data collection,Time resolution of data collection,Number of nodes,Number of edges,Network density,Average degree,Highest degree,CV degree,Skewness,Node strength (average),Node strength (standard deviation),Edge strength (average),Edge strength (standard deviation),Degree assortativity,Betweenness centrality (average),Betweenness centrality (standard deviation),Weighted betweeness centrality (average),Weighted betweenness centrality (standard deviation),Clustering coefficient (average),Weighted clustering coefficient (average),Transitivity,Newman modularity (Q),Maximum modularity (Qmax),Relative modularity (Qrel),Network cohesion,Number of modules,Average module size,Note,Citation
weighted_raccoon_matrix_36.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,14,25,0.275,3.571,7,0.47,0.187,125875.714,143828.044,35245.2,77341.492,-0.355,0.096,0.101,0.159,0.232,0.433,0.022,0.393,0.329,0.609,0.54,0.7200864103692444,3,4.666666666666667,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_37.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,14,18,0.198,2.571,6,0.601,1.074,123404.857,210118.447,47990.778,141159.113,-0.333,0.13,0.193,0.212,0.243,0.45,0.001,0.333,0.406,0.628,0.646,0.777907429015947,3,4.666666666666667,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_38.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,12,17,0.258,2.833,6,0.516,0.59,13383.5,20414.435,4723.588,13425.56,-0.082,0.061,0.084,0.129,0.157,0.439,0.002,0.409,0.242,0.492,0.492,0.7059654076950229,2,5.0,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_39.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,15,21,0.2,2.8,6,0.556,0.413,43113.867,87994.194,15397.81,53097.968,0.239,0.083,0.101,0.141,0.163,0.282,0.006,0.482,0.341,0.591,0.577,0.7142857142857143,3,4.333333333333333,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_4.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,24,100,0.362,8.333,16,0.524,-0.103,84.167,77.637,10.1,23.712,0.031,0.036,0.046,0.071,0.091,0.661,0.021,0.614,0.171,0.531,0.322,0.6400256010240409,3,8.0,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_40.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,16,35,0.292,4.375,8,0.477,0.089,74931.625,174546.602,17127.229,84703.271,-0.072,0.083,0.133,0.171,0.228,0.596,0.003,0.569,0.366,0.48,0.763,0.8857142857142857,2,8.0,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_41.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,18,47,0.307,5.222,9,0.529,-0.238,98689.222,171854.687,18897.936,59620.015,-0.008,0.066,0.093,0.177,0.211,0.486,0.007,0.584,0.311,0.482,0.645,0.8298225456402399,2,9.0,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_42.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,17,35,0.257,4.118,7,0.463,-0.142,75095.529,166821.963,18237.486,72095.261,0.011,0.111,0.18,0.199,0.211,0.507,0.006,0.643,0.445,0.474,0.939,0.9713453132588634,2,8.5,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_43.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,16,29,0.242,3.625,7,0.486,0.123,125267.625,267089.763,34556.586,112058.504,-0.297,0.103,0.136,0.163,0.21,0.386,0.013,0.446,0.394,0.498,0.791,0.896551724137931,2,8.0,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_44.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,12,31,0.47,5.167,7,0.352,-0.761,68435.667,133949.906,13245.613,63914.169,-0.119,0.064,0.061,0.205,0.245,0.686,0.001,0.584,0.241,0.499,0.483,0.7418876201535385,2,6.0,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_45.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,13,25,0.321,3.846,6,0.431,-0.594,46095.538,92595.607,11984.84,51068.231,0.146,0.104,0.112,0.211,0.212,0.479,0.001,0.573,0.35,0.55,0.636,0.8000320012800513,3,4.333333333333333,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_46.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,12,23,0.348,3.833,7,0.437,0.207,28329.167,58947.172,7390.217,31676.896,-0.394,0.089,0.138,0.229,0.225,0.635,0.004,0.512,0.37,0.5,0.74,0.8696408383337682,2,6.0,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_47.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,13,24,0.308,3.692,6,0.358,0.23,15263.846,32445.003,4133.958,17967.839,-0.297,0.096,0.113,0.184,0.231,0.459,0.003,0.395,0.351,0.642,0.547,0.7083923660305025,3,4.333333333333333,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_48.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,14,23,0.253,3.286,6,0.389,0.089,15699.714,34624.914,4778.174,20270.232,0.149,0.108,0.095,0.166,0.215,0.383,0.001,0.422,0.374,0.635,0.589,0.7390661681592904,3,4.666666666666667,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_49.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,11,22,0.4,4.0,6,0.301,-1.254,26422.909,40769.388,6605.727,22969.63,-0.195,0.093,0.099,0.236,0.175,0.63,0.005,0.649,0.354,0.491,0.721,0.8636363636363636,2,5.5,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_5.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,22,67,0.29,6.091,11,0.357,1.031,21425.818,49766.07,3517.672,21489.82,0.116,0.053,0.057,0.155,0.188,0.549,0.001,0.481,0.33,0.658,0.502,0.6716317666900493,3,7.333333333333333,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_50.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,16,33,0.275,4.125,8,0.461,0.048,5652.375,7240.322,1370.273,3432.03,-0.406,0.084,0.142,0.146,0.217,0.547,0.023,0.568,0.409,0.5,0.818,0.9090909090909091,2,8.0,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_51.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,15,34,0.324,4.533,6,0.289,-0.419,15329.733,20754.922,3381.559,9059.184,0.057,0.089,0.103,0.171,0.17,0.611,0.024,0.564,0.381,0.498,0.765,0.8824178248400617,2,7.5,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_52.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,16,32,0.267,4.0,7,0.559,0.082,11530.625,14559.434,2882.656,6598.541,-0.233,0.083,0.098,0.155,0.143,0.511,0.042,0.463,0.3,0.675,0.444,0.625,4,4.0,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_6.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,22,75,0.325,6.818,14,0.395,0.675,21163.545,30667.705,3103.987,12761.541,-0.093,0.044,0.057,0.125,0.161,0.633,0.004,0.517,0.315,0.581,0.542,0.7333528894103843,3,7.333333333333333,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_7.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,22,82,0.355,7.455,15,0.385,0.903,51258.545,74436.935,6876.146,27852.113,0.002,0.037,0.039,0.095,0.094,0.51,0.002,0.498,0.246,0.624,0.394,0.621913297969636,3,7.333333333333333,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_8.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,22,61,0.264,5.545,13,0.441,1.24,49475.364,93547.382,8921.787,38619.932,-0.049,0.05,0.067,0.152,0.158,0.596,0.003,0.472,0.351,0.695,0.505,0.6557914583162554,4,5.5,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_raccoon_matrix_9.graphml,Procyon lotor,Mammalia,free-ranging,"Illinois, USA",logger,spatial proximity,Close proximity (within 1–1.5m). Any contacts <1 s in duration were excluded.,duration,7days,1 sec,21,60,0.286,5.714,12,0.527,0.295,40420.762,72339.52,7073.633,30270.755,0.119,0.056,0.064,0.118,0.142,0.547,0.004,0.548,0.262,0.629,0.417,0.6333650015834125,4,5.25,Networks represents adjacency matrices constructed for each week of the year,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks <br> predict seasonal susceptibility to rabies outbreaks and <br> limitations of vaccination."" Journal of Animal Ecology <br> 84.6 (2015): 1720-1731."
weighted_Contact_Sits_Macaque.graphml,Macaca mulatta,Mammalia,captive,"Rijswijk, the Netherlands",survey scan,physical contact,Edge defined based on individuals sitting in contact with eah other.,frequency,3years,1 hour,28,378,1.0,27.0,27,0.0,NA,1882.286,476.307,69.714,72.649,nan,0.0,0.0,0.041,0.075,1.0,0.099,1.0,0.0,0.0,NA,1.0,1,28.0,Two networks represent proximity (contact sits) and grooming patterns - who was sitting in contact with whom and who was grooming whom.,"Massen, Jorg JM, and Elisabeth HM Sterck. ""Stability <br> and durability of intra-and intersex social bonds <br> of captive rhesus macaques (Macaca mulatta)."" International <br> Journal of Primatology 34.4 (2013): 770-791."
weighted_Grooming_Bouts_Macaque.graphml,Macaca mulatta,Mammalia,captive,"Rijswijk, the Netherlands",survey scan,grooming,Edge defined based on who was grooming whom,frequency,3years,1 hour,28,228,0.603,16.286,24,0.235,0.195,95.071,35.765,5.838,10.668,-0.101,0.015,0.01,0.032,0.027,0.659,0.032,0.65,0.099,0.498,0.199,0.600866651462255,2,14.0,Two networks represent proximity (contact sits) and grooming patterns - who was sitting in contact with whom and who was grooming whom.,"Massen, Jorg JM, and Elisabeth HM Sterck. ""Stability <br> and durability of intra-and intersex social bonds <br> of captive rhesus macaques (Macaca mulatta)."" International <br> Journal of Primatology 34.4 (2013): 770-791."
weighted_macaque_dominance.graphml,Macaca fuscata,Mammalia,semi-ranging,"Arashiyama, Japan",survey scan,dominance,The dominance relations between females were determined based on approach-retreat episodes around the food. The dominance range order was arranged based on these dyadic relations.,frequency,6 months,2 hours,62,1167,0.617,37.645,55,0.197,-0.154,78.548,24.106,2.087,1.386,-0.073,0.006,0.003,0.011,0.005,0.667,0.141,0.66,0.096,0.655,0.147,0.4413043757685337,3,20.666666666666668,nan,"Takahata, Yukio. ""Diachronic changes in the dominance relations <br> of adult female Japanese monkeys of the <br> Arashiyama B group."" The monkeys of Arashiyama. <br> State University of New York Press, Albany <br> (1991): 123-139."
weighted_sheep_hass_dominance.graphml,Ovis canadensis,Mammalia,semi-ranging,"Montana, USA",focal sampling,dominance,"Social status was determined by assembling a win-loss matrix based on the outcome of agonistic interactions. The winner of a dominance fight, involving a series of butts and clashes, was recorded as winning one interaction.",frequency,15 months,nan,28,235,0.622,16.786,23,0.295,-1.347,47.0,23.307,2.8,2.246,-0.004,0.015,0.011,0.032,0.027,0.717,0.145,0.728,0.06,0.63,0.095,0.4297799186396827,3,9.333333333333334,nan,"Christine C Hass. Social status in female bighorn <br> sheep (Ovis canadensis): Expression, development and reproductive <br> correlates. J. of Zoology, 225(3):509-523, 1991."
weighted_spidermonkeys_contact.graphml,Ateles hybridus,Mammalia,free-ranging,Colombia,focal sampling,physical contact,"Physical contact event between the two individuals (e.g. grooming, mating and embracing)",duration,2 years,15min,17,70,0.515,8.235,13,0.481,-0.449,791.882,610.642,96.157,124.348,-0.272,0.035,0.04,0.142,0.177,0.811,0.092,0.717,0.076,0.662,0.115,0.41430051073252616,3,5.666666666666667,nan,"Rimbach, Rebecca, et al. ""Brown spider monkeys (Ateles <br> hybridus): a model for differentiating the role <br> of social networks and physical contact on <br> parasite transmission dynamics."" Phil. Trans. R. Soc. <br> B 370.1669 (2015): 20140110."
voles_begon_site_BHP_trapping_session_02.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,29,33,0.081,2.276,5,0.672,0.25,3.379,2.413,1.485,0.988,0.314,0.038,0.064,0.04,0.063,0.347,0.072,0.553,0.545,0.688,0.792,0.7272286528089207,4,4.75,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_03.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,29,18,0.044,1.241,4,0.864,0.763,1.517,1.38,1.222,0.416,0.543,0.002,0.004,0.002,0.004,0.121,0.068,0.571,0.18,0.305,0.59,0.3890077523687793,2,3.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_04.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,42,35,0.041,1.667,4,0.759,0.389,2.143,1.78,1.286,0.613,0.132,0.008,0.015,0.008,0.015,0.151,0.045,0.316,0.434,0.6,0.723,0.42848573142514357,3,4.666666666666667,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_05.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,47,65,0.06,2.766,6,0.616,-0.159,5.787,7.574,2.092,2.175,0.128,0.042,0.074,0.042,0.075,0.414,0.074,0.59,0.66,0.82,0.805,0.6461439054783772,6,5.833333333333333,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_06.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,60,86,0.049,2.867,7,0.654,0.602,4.233,2.9,1.477,0.859,0.221,0.055,0.09,0.056,0.094,0.394,0.099,0.429,0.676,0.841,0.804,0.82548540867341,7,7.571428571428571,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_07.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,51,52,0.041,2.039,5,0.606,0.715,2.98,2.024,1.462,0.72,0.165,0.006,0.01,0.006,0.011,0.298,0.101,0.355,0.489,0.632,0.774,0.3461904624527594,3,5.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_08.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,33,22,0.042,1.333,3,0.707,0.177,2.061,1.669,1.545,0.656,0.417,0.003,0.006,0.004,0.007,0.192,0.12,0.409,0.281,0.656,0.428,0.22732955966264295,3,2.6666666666666665,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_09.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,35,45,0.076,2.571,7,0.583,0.658,5.143,3.697,2.0,1.135,0.079,0.006,0.011,0.006,0.011,0.487,0.149,0.6,0.434,0.601,0.722,0.2222592654331277,3,3.3333333333333335,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_10.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,24,28,0.101,2.333,5,0.627,0.422,2.833,1.929,1.214,0.41,0.045,0.078,0.124,0.082,0.132,0.293,0.185,0.333,0.531,0.716,0.742,0.7858265466495212,5,4.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_11.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,44,67,0.071,3.045,7,0.581,-0.047,4.364,2.789,1.433,0.696,-0.063,0.047,0.081,0.051,0.08,0.453,0.163,0.51,0.681,0.819,0.832,0.8359456635318704,6,6.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_12.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,69,115,0.049,3.333,9,0.61,0.56,5.855,4.361,1.757,1.436,0.049,0.032,0.069,0.034,0.07,0.582,0.11,0.526,0.667,0.781,0.854,0.7392043552181304,5,10.4,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
voles_begon_site_BHP_trapping_session_13.graphml,Microtus agrestis,Mammalia,free-ranging,"Northumberland, England",mark recapture,social projection bipartite,An edge was inserted into the network whenever two voles were caught in at least one common trap over the primary trapping sessions being considered,frequency,6 days,12 hours,94,166,0.038,3.532,8,0.592,0.191,6.021,4.738,1.705,1.238,0.329,0.016,0.035,0.016,0.037,0.577,0.122,0.594,0.692,0.81,0.854,0.5903472205489024,6,9.0,"Networks represent social data combined over two consecutive trapping sessions at four sites (BHP, KCS, PLJ and ROB). Populations were trapped in ‘primary’ sessions every 28 days from March to November, and every 56 days from November to March.","Davis, Stephen, et al. ""Spatial analyses of wildlife <br> contact networks."" Journal of the Royal Society <br> Interface 12.102 (2015): 20141004."
